player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Antwann Jones,UNC Greensboro,2026,0.000000,0.975083,0.000000,0.975083,4.875417
Elijah Elliott,New Mexico St.,2026,0.000000,1.615882,2.262235,2.046784,13.896584
Doctor Bradley,Bethune Cookman,2026,0.000000,6.391657,0.639166,0.000000,14.061646
Rahmir Moore,Delaware St.,2026,0.127272,1.909084,0.763634,0.127272,5.727253
Alex Hemenway,Evansville,2026,0.000000,0.223740,0.223740,0.298320,1.789920
Addison Patterson,Eastern Michigan,2026,0.584490,4.481087,1.623582,0.389660,13.378317
Rienk Mast,Nebraska,2026,0.000000,1.737700,1.804535,0.133669,7.485478
Rick Issanza,Loyola Marymount,2026,0.246212,0.615530,0.246212,0.000000,1.723484
Steele Venters,Gonzaga,2026,0.139289,0.696444,0.278578,0.278578,2.785776
Micah Thomas,Northwestern St.,2026,0.000000,1.926399,4.251364,1.195696,15.942614
Rashaun Agee,Texas A&M,2026,0.191736,2.620393,0.447384,0.000000,6.135554
Tyler Cochran,Rhode Island,2026,0.000000,4.013359,0.972936,0.547276,11.614419
Curt Lewis,Southern Miss,2026,0.073169,0.292677,0.073169,0.146338,1.170708
Chase Johnston,High Point,2026,0.000000,0.000000,0.000000,0.310358,0.931074
Devan Cambridge,UCF,2026,0.101561,0.710927,0.000000,0.000000,1.421854
Gianni Hunt,East Texas A&M,2026,0.000000,2.556437,0.852146,0.486940,8.277985
Morgan Safford,Kent St.,2026,0.174693,1.572241,0.407618,0.174693,4.483798
Jordan Brinson,Cal St. Northridge,2026,0.000000,0.458108,0.549730,0.091622,2.290542
Hosana Kitenge,UC Santa Barbara,2026,0.185717,5.385781,0.742866,0.000000,12.257294
Liam McChesney,Creighton,2026,6.512550,6.512550,0.000000,0.000000,13.025100
Tariq Ingraham,Memphis,2026,0.000000,1.438191,0.479397,0.000000,3.835176
Josh Ogundele,Hampton,2026,0.000000,3.128773,0.000000,0.000000,6.257547
Jahari Long,George Mason,2026,0.000000,2.711855,1.002207,1.296974,11.319045
Javon Cooley,Pepperdine,2026,0.063593,1.017484,0.572335,0.127185,3.561193
Toneari Lane,San Diego,2026,0.000000,0.903221,0.972699,0.347393,4.794019
Trae Broadnax,Rice,2026,0.000000,2.948921,4.521678,0.851910,17.496929
Jeremiah Williams,Georgetown,2026,0.086385,1.900467,2.073237,0.345539,8.984025
Keishon Porter,Evansville,2026,0.368975,2.398340,1.844877,0.000000,8.486433
Alec Oglesby,Middle Tennessee,2026,0.000000,0.443696,0.177479,0.177479,1.774785
Latrell Wrightsell Jr.,Alabama,2026,0.000000,1.497511,1.164731,0.499170,6.821995
Isaiah Cottrell,Southern Utah,2026,0.146812,1.835154,0.587249,0.073406,5.065025
Nijel Pack,Oklahoma,2026,0.000000,1.087628,3.148398,1.946282,14.310900
Andre Henry,UC Irvine,2026,0.000000,1.566596,2.610993,0.000000,8.355178
Josh Taylor,East Texas A&M,2026,0.000000,1.866020,0.349879,0.000000,4.431798
Chad Baker-Mazara,USC,2026,0.377322,1.962073,2.490323,1.660215,13.885437
